No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
37421,2014,4,9,4,147.0,7,15.0,1009.0,SE,51.86,0,0
37422,2014,4,9,5,151.0,7,14.0,1009.0,SE,53.65,0,0
37423,2014,4,9,6,153.0,7,13.0,1010.0,cv,0.89,0,0
37424,2014,4,9,7,196.0,8,14.0,1010.0,cv,1.78,0,0
37425,2014,4,9,8,182.0,9,16.0,1010.0,cv,2.67,0,0
37426,2014,4,9,9,162.0,8,19.0,1010.0,NE,1.79,0,0
37427,2014,4,9,10,164.0,7,22.0,1009.0,SE,3.13,0,0
37428,2014,4,9,11,133.0,2,26.0,1009.0,SE,7.15,0,0
37429,2014,4,9,12,62.0,-7,28.0,1008.0,NW,4.92,0,0
37430,2014,4,9,13,60.0,-9,30.0,1008.0,NW,12.07,0,0
37431,2014,4,9,14,49.0,-6,30.0,1008.0,NE,4.92,0,0
37432,2014,4,9,15,62.0,-7,29.0,1008.0,NE,12.07,0,0
37433,2014,4,9,16,56.0,-8,28.0,1009.0,NE,19.22,0,0
37434,2014,4,9,17,65.0,-8,27.0,1010.0,NE,26.37,0,0
37435,2014,4,9,18,73.0,-8,26.0,1011.0,NE,30.39,0,0
37436,2014,4,9,19,80.0,-1,24.0,1013.0,SE,7.15,0,0
37437,2014,4,9,20,580.0,-3,22.0,1015.0,SE,12.96,0,0
37438,2014,4,9,21,217.0,-6,21.0,1016.0,SE,17.88,0,0
37439,2014,4,9,22,159.0,-4,19.0,1018.0,SE,19.67,0,0
37440,2014,4,9,23,181.0,-5,19.0,1019.0,SE,24.59,0,0
37441,2014,4,10,0,165.0,1,16.0,1020.0,SE,27.72,0,0
37442,2014,4,10,1,175.0,1,15.0,1021.0,SE,30.85,0,0
37443,2014,4,10,2,112.0,1,14.0,1021.0,SE,32.64,0,0
37444,2014,4,10,3,101.0,1,14.0,1021.0,cv,0.89,0,0
37445,2014,4,10,4,111.0,1,14.0,1022.0,SE,1.79,0,0
37446,2014,4,10,5,102.0,2,13.0,1021.0,SE,2.68,0,0
37447,2014,4,10,6,106.0,1,14.0,1022.0,SE,6.7,0,0
37448,2014,4,10,7,95.0,0,14.0,1023.0,SE,10.72,0,0
37449,2014,4,10,8,101.0,0,15.0,1023.0,SE,12.51,0,0
37450,2014,4,10,9,88.0,-2,16.0,1024.0,SE,15.64,0,0
37451,2014,4,10,10,125.0,-3,17.0,1024.0,SE,18.77,0,0
37452,2014,4,10,11,93.0,-3,17.0,1024.0,SE,20.56,0,0
37453,2014,4,10,12,71.0,-4,17.0,1023.0,SE,22.35,0,0
37454,2014,4,10,13,74.0,-4,18.0,1023.0,SE,25.48,0,0
37455,2014,4,10,14,68.0,-5,18.0,1022.0,cv,3.13,0,0
37456,2014,4,10,15,,-7,18.0,1021.0,SE,3.13,0,0
37457,2014,4,10,16,51.0,-9,18.0,1020.0,SE,6.26,0,0
37458,2014,4,10,17,62.0,-8,17.0,1020.0,SE,9.39,0,0
37459,2014,4,10,18,64.0,-7,17.0,1020.0,SE,12.52,0,0
37460,2014,4,10,19,66.0,-6,15.0,1020.0,SE,13.41,0,0
37461,2014,4,10,20,63.0,-1,14.0,1020.0,cv,0.89,0,0
37462,2014,4,10,21,65.0,-2,15.0,1021.0,cv,1.78,0,0
37463,2014,4,10,22,72.0,0,14.0,1021.0,cv,2.67,0,0
37464,2014,4,10,23,67.0,-3,15.0,1021.0,SE,1.79,0,1
37465,2014,4,11,0,51.0,-1,14.0,1021.0,SE,3.58,0,2
37466,2014,4,11,1,67.0,-2,14.0,1020.0,SE,5.37,0,3
37467,2014,4,11,2,64.0,-3,14.0,1020.0,SE,8.5,0,0
37468,2014,4,11,3,71.0,-2,13.0,1021.0,SE,10.29,0,0
37469,2014,4,11,4,76.0,-1,13.0,1020.0,SE,12.08,0,0
37470,2014,4,11,5,69.0,-3,13.0,1020.0,SE,15.21,0,0
37471,2014,4,11,6,69.0,-4,13.0,1020.0,SE,18.34,0,0
37472,2014,4,11,7,76.0,-4,13.0,1020.0,cv,0.89,0,0
37473,2014,4,11,8,48.0,-1,13.0,1021.0,NE,1.79,0,0
37474,2014,4,11,9,46.0,-1,13.0,1021.0,NE,3.58,0,0
37475,2014,4,11,10,47.0,-1,14.0,1021.0,cv,0.89,0,0
37476,2014,4,11,11,41.0,-2,14.0,1021.0,cv,1.78,0,0
37477,2014,4,11,12,40.0,-4,16.0,1020.0,SE,1.79,0,0
37478,2014,4,11,13,43.0,-5,17.0,1019.0,NW,1.79,0,0
37479,2014,4,11,14,36.0,-5,17.0,1018.0,cv,1.79,0,0
37480,2014,4,11,15,41.0,-6,18.0,1017.0,SE,3.13,0,0
37481,2014,4,11,16,39.0,-6,17.0,1017.0,SE,4.92,0,0
37482,2014,4,11,17,52.0,-6,17.0,1016.0,SE,8.05,0,0
37483,2014,4,11,18,59.0,-6,16.0,1016.0,SE,9.84,0,0
37484,2014,4,11,19,60.0,-5,15.0,1016.0,SE,11.63,0,0
37485,2014,4,11,20,68.0,-4,14.0,1017.0,SE,13.42,0,0
37486,2014,4,11,21,83.0,-3,13.0,1017.0,SE,15.21,0,0
37487,2014,4,11,22,103.0,-3,13.0,1018.0,SE,17.0,0,0
37488,2014,4,11,23,98.0,-2,13.0,1018.0,SE,18.79,0,0
37489,2014,4,12,0,78.0,-2,12.0,1017.0,SE,20.58,0,0
37490,2014,4,12,1,82.0,-1,10.0,1017.0,cv,0.89,0,0
37491,2014,4,12,2,88.0,0,8.0,1017.0,cv,1.78,0,0
37492,2014,4,12,3,96.0,-1,8.0,1017.0,NE,0.89,0,0
37493,2014,4,12,4,118.0,-1,7.0,1016.0,NE,1.78,0,0
37494,2014,4,12,5,128.0,1,7.0,1016.0,cv,0.45,0,0
37495,2014,4,12,6,143.0,0,6.0,1017.0,NW,0.89,0,0
37496,2014,4,12,7,158.0,2,9.0,1017.0,NE,0.89,0,0
37497,2014,4,12,8,143.0,-1,12.0,1017.0,NE,2.68,0,0
37498,2014,4,12,9,190.0,-2,15.0,1017.0,NW,1.79,0,0
37499,2014,4,12,10,151.0,-3,17.0,1018.0,cv,0.89,0,0
37500,2014,4,12,11,187.0,-4,19.0,1017.0,cv,2.68,0,0
37501,2014,4,12,12,114.0,-4,20.0,1016.0,SE,3.13,0,0
37502,2014,4,12,13,88.0,-7,21.0,1015.0,SE,7.15,0,0
37503,2014,4,12,14,78.0,-6,21.0,1015.0,SE,11.17,0,0
37504,2014,4,12,15,75.0,-6,21.0,1014.0,SE,14.3,0,0
37505,2014,4,12,16,89.0,-5,21.0,1013.0,SE,18.32,0,0
37506,2014,4,12,17,91.0,-5,21.0,1014.0,SE,22.34,0,0
37507,2014,4,12,18,109.0,-4,20.0,1014.0,cv,0.89,0,0
37508,2014,4,12,19,119.0,-2,18.0,1014.0,SE,3.13,0,0
37509,2014,4,12,20,119.0,-2,17.0,1015.0,SE,6.26,0,0
37510,2014,4,12,21,110.0,-2,16.0,1016.0,SE,9.39,0,0
37511,2014,4,12,22,120.0,-2,15.0,1016.0,SE,12.52,0,0
37512,2014,4,12,23,155.0,0,13.0,1017.0,SE,14.31,0,0
37513,2014,4,13,0,120.0,1,12.0,1017.0,SE,16.1,0,0
37514,2014,4,13,1,128.0,1,12.0,1017.0,SE,17.89,0,0
37515,2014,4,13,2,131.0,2,11.0,1017.0,cv,0.89,0,0
37516,2014,4,13,3,142.0,2,10.0,1017.0,cv,1.78,0,0
37517,2014,4,13,4,144.0,2,9.0,1017.0,NE,1.79,0,0
37518,2014,4,13,5,150.0,1,8.0,1017.0,NE,2.68,0,0
37519,2014,4,13,6,151.0,2,8.0,1017.0,SE,0.89,0,0
37520,2014,4,13,7,149.0,4,9.0,1018.0,NE,0.89,0,0
37521,2014,4,13,8,157.0,5,12.0,1019.0,SE,1.79,0,0
37522,2014,4,13,9,173.0,5,15.0,1019.0,cv,0.89,0,0
37523,2014,4,13,10,182.0,5,17.0,1019.0,cv,1.78,0,0
37524,2014,4,13,11,188.0,4,19.0,1019.0,SE,1.79,0,0
37525,2014,4,13,12,175.0,3,21.0,1018.0,SE,5.81,0,0
37526,2014,4,13,13,167.0,2,22.0,1017.0,SE,9.83,0,0
37527,2014,4,13,14,162.0,2,23.0,1016.0,SE,13.85,0,0
37528,2014,4,13,15,157.0,2,24.0,1015.0,SE,17.87,0,0
37529,2014,4,13,16,147.0,2,24.0,1015.0,SE,21.89,0,0
37530,2014,4,13,17,157.0,3,23.0,1014.0,SE,25.91,0,0
37531,2014,4,13,18,159.0,4,22.0,1015.0,SE,29.04,0,0
37532,2014,4,13,19,134.0,4,20.0,1015.0,SE,30.83,0,0
37533,2014,4,13,20,136.0,5,19.0,1016.0,SE,33.96,0,0
37534,2014,4,13,21,158.0,5,18.0,1017.0,SE,37.98,0,0
37535,2014,4,13,22,186.0,7,16.0,1017.0,SE,39.77,0,0
37536,2014,4,13,23,231.0,7,16.0,1017.0,SE,41.56,0,0
37537,2014,4,14,0,254.0,8,15.0,1017.0,SE,43.35,0,0
37538,2014,4,14,1,249.0,7,14.0,1017.0,SE,45.14,0,0
37539,2014,4,14,2,262.0,7,13.0,1017.0,cv,0.89,0,0
37540,2014,4,14,3,282.0,7,13.0,1017.0,SE,1.79,0,0
37541,2014,4,14,4,280.0,7,11.0,1017.0,NE,0.89,0,0
37542,2014,4,14,5,268.0,7,11.0,1017.0,NE,1.78,0,0
37543,2014,4,14,6,255.0,6,10.0,1018.0,SE,0.89,0,0
37544,2014,4,14,7,247.0,7,12.0,1018.0,cv,0.89,0,0
37545,2014,4,14,8,244.0,7,14.0,1018.0,SE,1.79,0,0
37546,2014,4,14,9,270.0,8,16.0,1018.0,cv,0.89,0,0
37547,2014,4,14,10,280.0,8,18.0,1018.0,cv,1.78,0,0
37548,2014,4,14,11,274.0,9,20.0,1018.0,SE,1.79,0,0
37549,2014,4,14,12,280.0,9,22.0,1017.0,SE,3.58,0,0
37550,2014,4,14,13,266.0,8,24.0,1016.0,SE,7.6,0,0
37551,2014,4,14,14,239.0,8,25.0,1015.0,cv,3.13,0,0
37552,2014,4,14,15,225.0,8,25.0,1014.0,SE,4.02,0,0
37553,2014,4,14,16,,9,26.0,1013.0,SE,7.15,0,0
37554,2014,4,14,17,,9,25.0,1013.0,SE,10.28,0,0
37555,2014,4,14,18,224.0,10,24.0,1013.0,SE,14.3,0,0
37556,2014,4,14,19,246.0,10,24.0,1013.0,SE,17.43,0,0
37557,2014,4,14,20,252.0,10,22.0,1014.0,SE,19.22,0,0
37558,2014,4,14,21,274.0,11,20.0,1014.0,SE,21.01,0,0
37559,2014,4,14,22,187.0,10,19.0,1015.0,SE,24.14,0,0
37560,2014,4,14,23,80.0,7,20.0,1015.0,SE,27.27,0,0
37561,2014,4,15,0,56.0,8,17.0,1016.0,cv,0.89,0,0
37562,2014,4,15,1,55.0,8,16.0,1016.0,SE,3.13,0,0
37563,2014,4,15,2,55.0,7,18.0,1016.0,SE,4.92,0,0
37564,2014,4,15,3,57.0,7,16.0,1016.0,SE,8.05,0,0
37565,2014,4,15,4,67.0,8,15.0,1017.0,SE,9.84,0,0
37566,2014,4,15,5,69.0,8,17.0,1017.0,SE,12.97,0,0
37567,2014,4,15,6,78.0,8,15.0,1018.0,SE,14.76,0,0
37568,2014,4,15,7,83.0,9,15.0,1019.0,cv,0.89,0,0
37569,2014,4,15,8,105.0,9,18.0,1020.0,SE,1.79,0,0
37570,2014,4,15,9,112.0,9,20.0,1021.0,SE,5.81,0,0
37571,2014,4,15,10,104.0,7,21.0,1021.0,SE,9.83,0,0
37572,2014,4,15,11,103.0,9,23.0,1021.0,SE,14.75,0,0
37573,2014,4,15,12,93.0,10,22.0,1020.0,SE,21.9,0,0
37574,2014,4,15,13,106.0,1,21.0,1020.0,SE,27.71,0,0
37575,2014,4,15,14,53.0,-2,20.0,1019.0,SE,33.52,0,0
37576,2014,4,15,15,54.0,-4,20.0,1019.0,SE,39.33,0,0
37577,2014,4,15,16,48.0,-3,21.0,1018.0,SE,44.25,0,0
37578,2014,4,15,17,38.0,-2,20.0,1018.0,SE,48.27,0,0
37579,2014,4,15,18,40.0,-3,18.0,1018.0,SE,51.4,0,0
37580,2014,4,15,19,34.0,-5,18.0,1018.0,SE,54.53,0,0
37581,2014,4,15,20,47.0,-6,17.0,1019.0,SE,58.55,0,0
37582,2014,4,15,21,54.0,-5,16.0,1019.0,SE,61.68,0,0
37583,2014,4,15,22,65.0,-5,16.0,1019.0,SE,64.81,0,0
37584,2014,4,15,23,41.0,-2,15.0,1019.0,cv,0.89,0,0
37585,2014,4,16,0,39.0,-1,14.0,1018.0,SE,0.89,0,0
37586,2014,4,16,1,35.0,0,14.0,1018.0,NE,0.89,0,0
37587,2014,4,16,2,51.0,0,13.0,1017.0,cv,0.89,0,0
37588,2014,4,16,3,54.0,-2,14.0,1017.0,cv,1.78,0,0
37589,2014,4,16,4,69.0,-1,13.0,1016.0,cv,2.23,0,0
37590,2014,4,16,5,59.0,2,13.0,1016.0,SE,0.89,0,0
37591,2014,4,16,6,51.0,1,12.0,1015.0,cv,0.89,0,0
37592,2014,4,16,7,45.0,2,13.0,1016.0,cv,1.78,0,0
37593,2014,4,16,8,44.0,2,15.0,1016.0,SE,0.89,0,0
37594,2014,4,16,9,52.0,0,16.0,1016.0,SE,1.78,0,0
37595,2014,4,16,10,52.0,-6,18.0,1016.0,cv,0.89,0,0
37596,2014,4,16,11,47.0,-9,18.0,1015.0,SE,1.79,0,0
37597,2014,4,16,12,51.0,-6,19.0,1014.0,cv,0.89,0,0
37598,2014,4,16,13,85.0,-8,21.0,1014.0,cv,1.78,0,0
37599,2014,4,16,14,80.0,-7,21.0,1013.0,cv,3.57,0,0
37600,2014,4,16,15,62.0,-7,21.0,1012.0,cv,4.46,0,0
37601,2014,4,16,16,57.0,-9,20.0,1011.0,SE,1.79,0,0
37602,2014,4,16,17,56.0,-5,20.0,1011.0,SE,3.58,0,0
37603,2014,4,16,18,67.0,-7,20.0,1011.0,SE,5.37,0,0
37604,2014,4,16,19,96.0,-6,19.0,1010.0,SE,6.26,0,0
37605,2014,4,16,20,91.0,-6,18.0,1011.0,SE,7.15,0,0
37606,2014,4,16,21,84.0,-4,16.0,1011.0,SE,8.94,0,0
37607,2014,4,16,22,101.0,-2,15.0,1011.0,cv,0.89,0,0
37608,2014,4,16,23,134.0,-2,16.0,1011.0,cv,1.78,0,0
37609,2014,4,17,0,127.0,-2,15.0,1011.0,SE,0.89,0,0
37610,2014,4,17,1,123.0,1,15.0,1010.0,SE,2.68,0,0
37611,2014,4,17,2,112.0,-1,15.0,1010.0,SE,4.47,0,0
37612,2014,4,17,3,109.0,0,15.0,1010.0,SE,6.26,0,0
37613,2014,4,17,4,145.0,0,14.0,1010.0,SE,8.05,0,1
37614,2014,4,17,5,124.0,4,12.0,1011.0,cv,0.89,0,2
37615,2014,4,17,6,107.0,6,11.0,1011.0,cv,1.78,0,3
37616,2014,4,17,7,109.0,7,11.0,1012.0,NE,1.79,0,4
37617,2014,4,17,8,110.0,7,11.0,1013.0,cv,0.89,0,5
37618,2014,4,17,9,116.0,7,12.0,1013.0,NE,3.13,0,6
37619,2014,4,17,10,105.0,8,12.0,1014.0,NW,3.13,0,7
37620,2014,4,17,11,93.0,8,12.0,1014.0,NW,6.26,0,0
37621,2014,4,17,12,106.0,8,13.0,1014.0,NW,9.39,0,0
37622,2014,4,17,13,103.0,8,15.0,1013.0,NE,3.13,0,0
37623,2014,4,17,14,102.0,7,17.0,1012.0,cv,1.79,0,0
37624,2014,4,17,15,101.0,9,17.0,1012.0,NW,1.79,0,0
37625,2014,4,17,16,101.0,9,17.0,1012.0,SE,3.13,0,0
37626,2014,4,17,17,117.0,9,17.0,1012.0,SE,4.92,0,0
37627,2014,4,17,18,131.0,10,16.0,1013.0,SE,6.71,0,0
37628,2014,4,17,19,128.0,10,16.0,1013.0,SE,8.5,0,0
37629,2014,4,17,20,127.0,10,16.0,1014.0,SE,10.29,0,0
37630,2014,4,17,21,141.0,10,16.0,1015.0,SE,12.08,0,0
37631,2014,4,17,22,137.0,10,15.0,1016.0,SE,15.21,0,0
37632,2014,4,17,23,151.0,10,15.0,1017.0,SE,17.0,0,0
37633,2014,4,18,0,152.0,10,14.0,1017.0,SE,18.79,0,0
37634,2014,4,18,1,148.0,11,14.0,1017.0,SE,20.58,0,0
37635,2014,4,18,2,151.0,11,13.0,1017.0,SE,21.47,0,0
37636,2014,4,18,3,156.0,11,13.0,1017.0,SE,23.26,0,0
37637,2014,4,18,4,143.0,11,13.0,1017.0,cv,0.89,0,0
37638,2014,4,18,5,141.0,11,13.0,1018.0,NE,0.89,0,0
37639,2014,4,18,6,140.0,11,12.0,1019.0,NE,1.78,0,0
37640,2014,4,18,7,150.0,12,13.0,1019.0,cv,0.89,0,0
37641,2014,4,18,8,162.0,12,14.0,1020.0,cv,1.78,0,0
37642,2014,4,18,9,171.0,11,17.0,1020.0,cv,2.67,0,0
37643,2014,4,18,10,179.0,11,18.0,1020.0,cv,3.56,0,0
37644,2014,4,18,11,193.0,11,20.0,1021.0,cv,5.35,0,0
37645,2014,4,18,12,170.0,12,20.0,1020.0,SE,3.13,0,0
37646,2014,4,18,13,167.0,11,20.0,1019.0,SE,6.26,0,0
37647,2014,4,18,14,158.0,11,20.0,1019.0,SE,9.39,0,0
37648,2014,4,18,15,158.0,11,20.0,1018.0,SE,12.52,0,0
37649,2014,4,18,16,176.0,11,20.0,1018.0,SE,16.54,0,0
37650,2014,4,18,17,162.0,11,19.0,1018.0,SE,20.56,0,0
37651,2014,4,18,18,153.0,11,18.0,1018.0,SE,25.48,0,0
37652,2014,4,18,19,129.0,5,16.0,1019.0,SE,31.29,0,0
37653,2014,4,18,20,92.0,5,15.0,1021.0,SE,34.42,0,0
37654,2014,4,18,21,83.0,4,14.0,1022.0,SE,37.55,0,0
37655,2014,4,18,22,74.0,3,14.0,1022.0,SE,41.57,0,0
37656,2014,4,18,23,86.0,2,14.0,1023.0,SE,44.7,0,0
37657,2014,4,19,0,83.0,3,13.0,1023.0,SE,46.49,0,0
37658,2014,4,19,1,84.0,5,12.0,1023.0,cv,0.89,0,0
37659,2014,4,19,2,84.0,3,12.0,1022.0,cv,1.78,0,0
37660,2014,4,19,3,77.0,4,12.0,1022.0,cv,2.67,0,0
37661,2014,4,19,4,75.0,4,12.0,1021.0,cv,3.56,0,0
37662,2014,4,19,5,64.0,6,12.0,1021.0,SE,0.89,0,0
37663,2014,4,19,6,59.0,5,12.0,1022.0,SE,1.78,0,0
37664,2014,4,19,7,59.0,4,13.0,1022.0,SE,3.57,0,0
37665,2014,4,19,8,72.0,4,13.0,1022.0,SE,5.36,0,0
37666,2014,4,19,9,69.0,4,14.0,1022.0,SE,7.15,0,0
37667,2014,4,19,10,69.0,4,14.0,1022.0,SE,8.94,0,1
37668,2014,4,19,11,56.0,-1,15.0,1022.0,SE,13.86,0,2
37669,2014,4,19,12,44.0,-2,14.0,1022.0,SE,16.99,0,3
37670,2014,4,19,13,48.0,1,14.0,1022.0,SE,18.78,0,4
37671,2014,4,19,14,40.0,3,14.0,1021.0,SE,23.7,0,0
37672,2014,4,19,15,46.0,4,13.0,1020.0,SE,28.62,0,1
37673,2014,4,19,16,55.0,4,14.0,1019.0,SE,34.43,0,2
37674,2014,4,19,17,57.0,3,14.0,1019.0,SE,38.45,0,0
37675,2014,4,19,18,52.0,3,14.0,1018.0,SE,42.47,0,0
37676,2014,4,19,19,55.0,4,12.0,1018.0,SE,45.6,0,0
37677,2014,4,19,20,59.0,4,11.0,1018.0,SE,48.73,0,0
37678,2014,4,19,21,67.0,5,11.0,1019.0,SE,50.52,0,0
37679,2014,4,19,22,72.0,5,9.0,1019.0,cv,0.89,0,0
37680,2014,4,19,23,78.0,5,9.0,1019.0,SE,1.79,0,0
37681,2014,4,20,0,95.0,5,8.0,1019.0,cv,0.89,0,0
37682,2014,4,20,1,105.0,6,8.0,1019.0,NE,0.89,0,0
37683,2014,4,20,2,112.0,5,8.0,1018.0,NE,1.78,0,0
37684,2014,4,20,3,128.0,5,7.0,1018.0,cv,0.89,0,0
37685,2014,4,20,4,127.0,5,7.0,1018.0,cv,1.78,0,0
37686,2014,4,20,5,128.0,3,5.0,1018.0,NW,1.79,0,0
37687,2014,4,20,6,121.0,4,6.0,1018.0,NW,4.92,0,0
37688,2014,4,20,7,84.0,5,9.0,1018.0,NW,8.94,0,0
37689,2014,4,20,8,87.0,5,13.0,1018.0,NW,12.07,0,0
37690,2014,4,20,9,64.0,4,15.0,1018.0,NW,15.2,0,0
37691,2014,4,20,10,52.0,2,16.0,1018.0,NW,16.99,0,0
37692,2014,4,20,11,30.0,0,17.0,1018.0,NW,20.12,0,0
37693,2014,4,20,12,23.0,-1,19.0,1017.0,NW,21.91,0,0
37694,2014,4,20,13,22.0,-2,20.0,1016.0,SE,3.13,0,0
37695,2014,4,20,14,17.0,-1,22.0,1015.0,cv,3.13,0,0
37696,2014,4,20,15,22.0,-2,22.0,1014.0,NW,4.92,0,0
37697,2014,4,20,16,33.0,-2,22.0,1013.0,SE,4.02,0,0
37698,2014,4,20,17,43.0,-1,22.0,1013.0,SE,8.94,0,0
37699,2014,4,20,18,49.0,2,20.0,1013.0,SE,13.86,0,0
37700,2014,4,20,19,56.0,2,19.0,1013.0,SE,17.88,0,0
37701,2014,4,20,20,59.0,3,19.0,1014.0,SE,21.9,0,0
37702,2014,4,20,21,69.0,4,19.0,1015.0,SE,25.92,0,0
37703,2014,4,20,22,59.0,5,18.0,1015.0,SE,29.94,0,0
37704,2014,4,20,23,72.0,5,14.0,1016.0,NE,1.79,0,0
37705,2014,4,21,0,76.0,3,11.0,1016.0,NW,1.79,0,0
37706,2014,4,21,1,90.0,5,10.0,1016.0,cv,0.45,0,0
37707,2014,4,21,2,91.0,4,9.0,1016.0,NW,1.79,0,0
37708,2014,4,21,3,90.0,3,11.0,1016.0,NW,2.68,0,0
37709,2014,4,21,4,91.0,2,9.0,1016.0,NW,4.47,0,0
37710,2014,4,21,5,66.0,2,10.0,1016.0,NW,6.26,0,0
37711,2014,4,21,6,46.0,2,10.0,1017.0,NW,8.05,0,0
37712,2014,4,21,7,49.0,3,12.0,1018.0,cv,0.89,0,0
37713,2014,4,21,8,48.0,2,15.0,1018.0,cv,1.78,0,0
37714,2014,4,21,9,45.0,0,18.0,1018.0,NE,1.79,0,0
37715,2014,4,21,10,44.0,-2,21.0,1018.0,cv,1.79,0,0
37716,2014,4,21,11,39.0,-5,22.0,1018.0,NE,1.79,0,0
37717,2014,4,21,12,23.0,-5,24.0,1017.0,SE,1.79,0,0
37718,2014,4,21,13,26.0,-3,25.0,1016.0,cv,1.79,0,0
37719,2014,4,21,14,24.0,-2,25.0,1015.0,SE,4.92,0,0
37720,2014,4,21,15,25.0,-2,25.0,1013.0,SE,8.94,0,0
37721,2014,4,21,16,30.0,-2,25.0,1013.0,SE,14.75,0,0
37722,2014,4,21,17,44.0,-2,24.0,1013.0,SE,22.8,0,0
37723,2014,4,21,18,30.0,-2,23.0,1013.0,SE,27.72,0,0
37724,2014,4,21,19,32.0,-1,20.0,1014.0,SE,30.85,0,0
37725,2014,4,21,20,36.0,0,21.0,1014.0,SE,34.87,0,0
37726,2014,4,21,21,43.0,1,18.0,1015.0,cv,0.89,0,0
37727,2014,4,21,22,66.0,2,21.0,1015.0,NW,3.13,0,0
37728,2014,4,21,23,68.0,4,14.0,1015.0,cv,0.89,0,0
37729,2014,4,22,0,73.0,4,12.0,1016.0,SE,1.79,0,0
37730,2014,4,22,1,90.0,4,12.0,1016.0,SE,3.58,0,0
37731,2014,4,22,2,106.0,3,10.0,1016.0,NW,1.79,0,0
37732,2014,4,22,3,102.0,4,9.0,1016.0,NW,2.68,0,0
37733,2014,4,22,4,66.0,3,8.0,1016.0,NW,3.57,0,0
37734,2014,4,22,5,65.0,3,8.0,1015.0,NW,5.36,0,0
37735,2014,4,22,6,52.0,1,9.0,1016.0,NW,7.15,0,0
37736,2014,4,22,7,68.0,3,12.0,1016.0,NW,8.94,0,0
37737,2014,4,22,8,104.0,0,17.0,1016.0,NW,12.07,0,0
37738,2014,4,22,9,84.0,1,21.0,1016.0,NW,13.86,0,0
37739,2014,4,22,10,42.0,0,23.0,1015.0,NW,15.65,0,0
37740,2014,4,22,11,36.0,0,24.0,1015.0,cv,1.79,0,0
37741,2014,4,22,12,56.0,0,26.0,1014.0,cv,3.58,0,0
37742,2014,4,22,13,51.0,0,27.0,1013.0,SE,4.92,0,0
37743,2014,4,22,14,170.0,0,27.0,1011.0,SE,9.84,0,0
37744,2014,4,22,15,87.0,0,27.0,1010.0,SE,13.86,0,0
37745,2014,4,22,16,55.0,2,27.0,1009.0,SE,19.67,0,0
37746,2014,4,22,17,107.0,3,26.0,1009.0,SE,24.59,0,0
37747,2014,4,22,18,105.0,4,25.0,1009.0,SE,30.4,0,0
37748,2014,4,22,19,66.0,4,24.0,1009.0,SE,35.32,0,0
37749,2014,4,22,20,73.0,6,23.0,1010.0,SE,40.24,0,0
37750,2014,4,22,21,76.0,6,21.0,1011.0,SE,43.37,0,0
37751,2014,4,22,22,60.0,5,21.0,1011.0,SE,46.5,0,0
37752,2014,4,22,23,64.0,7,19.0,1011.0,SE,48.29,0,0
37753,2014,4,23,0,73.0,8,19.0,1011.0,SE,52.31,0,0
37754,2014,4,23,1,81.0,9,18.0,1011.0,SE,56.33,0,0
37755,2014,4,23,2,88.0,9,17.0,1011.0,SE,60.35,0,0
37756,2014,4,23,3,98.0,10,17.0,1010.0,SE,64.37,0,0
37757,2014,4,23,4,99.0,10,16.0,1011.0,SE,66.16,0,0
37758,2014,4,23,5,99.0,10,15.0,1011.0,SE,67.95,0,0
37759,2014,4,23,6,108.0,11,15.0,1011.0,SE,71.08,0,0
37760,2014,4,23,7,129.0,12,16.0,1012.0,SE,72.87,0,0
37761,2014,4,23,8,136.0,12,18.0,1012.0,SE,76.0,0,0
37762,2014,4,23,9,151.0,12,19.0,1012.0,SE,79.13,0,0
37763,2014,4,23,10,162.0,13,20.0,1012.0,SE,82.26,0,0
37764,2014,4,23,11,164.0,13,22.0,1011.0,SE,85.39,0,0
37765,2014,4,23,12,174.0,13,23.0,1010.0,SE,89.41,0,0
37766,2014,4,23,13,185.0,13,23.0,1010.0,SE,94.33,0,0
37767,2014,4,23,14,168.0,13,24.0,1009.0,SE,98.35,0,0
37768,2014,4,23,15,154.0,12,25.0,1008.0,SE,103.27,0,0
37769,2014,4,23,16,143.0,10,26.0,1007.0,SE,110.42,0,0
37770,2014,4,23,17,139.0,11,24.0,1007.0,SE,115.34,0,0
37771,2014,4,23,18,126.0,11,24.0,1007.0,SE,119.36,0,0
37772,2014,4,23,19,98.0,13,23.0,1009.0,SE,126.51,0,1
37773,2014,4,23,20,101.0,10,20.0,1009.0,cv,3.13,0,2
37774,2014,4,23,21,71.0,10,20.0,1011.0,SE,3.13,0,0
37775,2014,4,23,22,73.0,9,19.0,1011.0,SE,6.26,0,0
37776,2014,4,23,23,80.0,9,18.0,1012.0,SE,9.39,0,0
37777,2014,4,24,0,82.0,11,19.0,1012.0,SE,12.52,0,0
37778,2014,4,24,1,76.0,11,18.0,1013.0,SE,15.65,0,0
37779,2014,4,24,2,84.0,10,17.0,1013.0,SE,18.78,0,0
37780,2014,4,24,3,89.0,11,16.0,1013.0,SE,21.91,0,0
37781,2014,4,24,4,91.0,11,16.0,1013.0,SE,22.8,0,0
37782,2014,4,24,5,96.0,11,16.0,1013.0,SE,24.59,0,0
37783,2014,4,24,6,107.0,11,16.0,1013.0,SE,27.72,0,0
37784,2014,4,24,7,109.0,11,16.0,1014.0,SE,30.85,0,0
